Name,Overall,Potential,InternationalReputation,Skill,WorkRate,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,ShotPower,Stamina,Strength,LongShots,Aggression,Interceptions,Penalties,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Position
F. Saavedra,57,67,1,2,99,49,30,56,29,26,59,32,24,46,72,70,58,26,63,60,24,54,56,35,61,58,12,12,14,13,10,3
S. Aluko,55,67,1,2,99,23,23,54,28,26,29,29,25,33,55,44,36,35,40,81,15,48,47,36,57,55,9,11,9,9,11,3
J. Kalla,57,67,1,2,99,48,53,52,56,53,57,41,48,58,66,68,72,54,66,61,52,53,49,40,59,56,14,12,11,7,13,2
S. Chhetri,55,67,1,2,99,45,31,48,62,34,59,46,58,58,74,68,65,62,58,58,41,70,40,61,53,51,7,7,6,7,6,2
M. Parensen,57,67,1,2,99,27,21,52,54,28,29,26,25,56,65,62,50,37,60,59,18,50,57,31,56,57,12,14,6,8,9,3
A. Mbekile,56,67,1,1,99,16,14,18,24,17,16,13,22,19,33,34,32,18,32,41,19,28,23,31,14,18,60,54,57,50,57,4
T. Kløve,54,67,1,2,99,40,44,47,55,34,50,34,46,42,71,75,76,49,69,60,41,52,55,35,53,52,14,14,5,9,7,2
E. Mosquera,56,67,1,2,66,49,38,54,61,41,57,46,61,55,57,57,52,58,37,45,34,59,54,46,51,64,13,10,10,8,8,2
João Silva,54,67,1,2,99,45,32,44,40,21,51,39,33,43,76,74,70,42,68,54,30,52,52,35,54,53,14,7,7,13,9,3
D. Dervite,52,67,1,2,99,38,43,38,54,37,51,48,51,53,68,70,73,46,68,42,39,41,23,51,29,25,7,14,12,6,9,2
E. Palomino,52,67,1,2,99,41,31,43,42,30,54,37,40,52,72,76,63,48,48,65,40,59,50,39,54,52,10,13,6,11,5,3
R. Lindkvist,57,67,1,2,99,49,41,58,56,40,56,40,50,53,70,67,68,46,68,66,39,57,54,33,56,57,13,10,7,11,13,3
D. Rowe,56,67,1,2,99,41,26,54,62,28,44,34,56,52,61,59,54,53,54,49,32,63,48,45,56,58,12,8,10,13,14,2
Diego Maurício,54,67,1,1,99,14,15,20,24,19,11,12,22,24,40,48,31,23,34,52,19,18,21,22,19,15,53,49,47,53,57,4
M. Guidone,52,67,1,2,99,45,38,47,53,40,51,43,51,50,59,61,59,48,51,63,48,60,42,49,50,49,5,7,8,11,10,2
B. Jones,55,67,1,2,99,28,51,49,53,38,55,33,50,56,76,77,58,48,58,62,47,45,24,61,12,14,8,11,7,9,6,1
S. Ishizaki,67,67,2,2,99,62,49,70,66,57,63,62,63,61,63,55,62,81,69,76,67,71,70,64,72,68,11,9,10,15,10,3
B. van Hintum,67,67,1,2,99,45,33,73,58,53,49,48,61,50,58,56,46,63,57,72,49,65,62,38,67,65,9,11,15,14,12,3
S. Aresti,54,67,1,2,99,41,40,49,59,43,51,38,52,55,66,53,64,55,60,39,35,56,48,39,47,44,15,11,10,14,10,2
K. Fisker,56,67,1,2,99,53,35,62,54,43,55,51,51,57,40,61,51,42,70,60,36,48,51,52,58,55,10,9,13,8,16,3
B. Rymaniak,57,67,1,1,99,14,5,14,26,5,11,14,17,17,42,39,28,25,28,50,8,23,12,19,12,14,64,55,54,54,54,4
R. McGowan,59,67,1,1,99,16,18,11,27,16,19,18,31,16,49,49,37,22,25,62,11,21,19,21,13,13,60,55,62,54,60,4
Tiago Gomes,57,67,1,2,99,46,41,47,62,39,60,39,54,62,58,62,58,47,64,47,39,60,43,36,50,45,11,12,13,13,9,2
S. Zurbriggen,57,67,1,2,99,50,45,43,66,35,61,36,63,61,60,63,57,54,62,51,39,50,42,40,57,53,12,13,10,10,11,2
N. Valentini,57,67,1,2,99,45,41,48,59,27,59,37,59,56,74,70,54,48,67,62,32,60,48,35,45,32,10,7,9,5,5,2
C. Seitz,67,67,1,2,99,73,38,56,67,33,61,65,68,66,76,69,73,63,48,56,51,68,64,42,65,71,13,14,12,14,12,3
A. Winter,55,67,1,2,99,47,60,31,57,51,57,44,41,53,71,67,61,66,35,56,39,33,25,51,22,23,9,7,12,7,8,2
J. Coppinger,58,67,1,1,99,13,8,10,20,9,11,12,29,19,15,19,37,18,37,37,7,20,10,10,10,12,60,58,57,54,58,4
L. Feeney,58,67,1,1,99,8,6,9,18,7,17,11,9,12,32,40,35,20,32,69,6,14,12,12,14,11,57,63,56,53,58,4
K. Cissé,57,67,1,2,99,43,24,46,57,20,53,33,51,57,67,62,45,24,65,44,27,52,56,23,58,55,9,14,14,9,6,2
H. Martínez,57,67,1,2,99,45,38,48,61,34,59,36,57,57,62,63,53,53,52,76,29,56,51,45,58,61,9,7,13,9,14,2
L. Delgado,57,67,1,2,99,31,25,53,57,28,28,35,36,53,58,56,52,45,60,51,23,47,53,44,64,60,7,8,10,8,6,3
F. Heerkens,56,67,1,2,99,46,43,54,64,41,61,40,59,52,54,56,50,58,53,58,42,66,45,46,54,49,12,7,6,13,14,2
J. De la Cuesta,55,67,1,2,99,46,32,51,59,40,58,39,58,53,69,58,60,58,63,58,40,62,48,47,49,52,9,8,7,8,12,2
J. Martínez,53,67,1,2,99,42,55,42,50,43,59,59,38,52,75,63,78,61,51,45,50,33,14,48,17,19,11,10,7,11,10,1
J. Spearing,57,67,1,1,99,14,10,14,20,14,15,13,27,20,59,55,40,15,20,45,14,30,21,26,13,10,63,51,55,53,60,4
J. Edwards,57,67,1,2,66,38,34,54,57,34,53,36,48,60,67,69,80,47,60,61,46,58,68,40,53,53,12,7,10,15,7,2
K. Karami,57,67,1,2,99,43,57,59,55,36,59,38,54,57,68,69,72,56,68,62,55,33,11,55,22,19,6,10,13,11,5,2
L. Camp,56,67,1,2,99,50,57,57,54,33,55,31,52,53,64,63,62,51,64,59,50,50,33,53,16,12,6,11,7,7,14,1
O. Vásquez,53,67,1,2,99,25,57,42,40,38,62,37,31,52,73,78,60,48,55,43,49,30,11,64,15,16,13,6,5,5,6,1
Gonzalo Verdú,57,67,1,2,99,57,34,50,53,39,55,45,52,49,73,74,67,45,55,69,37,52,51,44,53,54,13,6,12,7,6,3
J. Buri?,56,67,1,2,99,29,15,53,49,22,30,26,35,39,62,49,51,28,58,56,23,50,58,33,58,57,10,9,5,7,11,3
T. Hysén,54,67,1,2,66,31,18,52,48,25,38,48,44,46,66,70,56,51,69,65,30,53,52,18,50,50,7,14,13,10,6,3
Yun Suk Young,67,67,1,2,99,48,30,65,59,38,39,38,58,56,38,40,35,74,60,84,59,78,65,70,65,68,8,6,15,14,15,3
Jhonnattann,58,67,1,2,66,29,18,51,40,24,26,28,39,42,56,59,39,34,58,75,19,45,54,36,57,63,12,9,9,7,14,3
Zhao Xuri,55,67,1,2,99,42,32,55,61,28,54,37,56,56,66,67,53,46,54,47,31,58,46,40,44,53,6,6,8,14,8,2
K. Luijckx,59,67,1,1,99,14,6,13,23,9,6,14,18,12,21,20,29,19,24,42,5,25,11,12,10,12,60,59,54,54,64,4
Tiago Caeiro,58,67,1,2,99,60,40,39,62,44,57,64,55,62,78,68,74,49,48,52,31,31,59,47,48,57,13,9,15,12,14,3
Ibson Melo,55,67,1,2,99,53,39,43,44,31,54,40,35,45,69,68,65,43,64,56,24,73,50,34,58,57,13,6,14,12,8,3
G. Gutiérrez,55,67,1,2,99,48,31,57,36,32,52,33,28,44,67,65,68,26,64,71,27,46,55,27,53,51,9,7,12,10,12,3
K. Nagasawa,57,67,1,1,99,14,6,10,26,9,11,10,36,12,34,38,28,18,27,65,5,23,10,16,11,13,60,57,60,56,55,4
I. Yagan,56,67,1,2,99,44,46,59,58,38,55,42,57,54,53,52,51,47,47,59,45,50,52,51,60,59,5,6,12,12,13,2
A. Bruce,54,67,1,2,99,42,41,50,65,33,49,37,54,57,60,60,71,49,45,58,42,62,52,43,51,62,14,13,6,7,9,2
Ilsinho,53,67,1,2,99,52,56,41,48,47,53,45,41,55,59,67,67,61,48,61,60,47,39,57,39,33,11,14,10,8,7,2
M. Jarvis,57,67,1,2,99,53,34,50,40,31,54,34,43,49,71,63,56,35,67,61,32,57,55,49,57,58,12,9,10,8,13,3
Ricardo Machado,57,67,1,1,99,13,14,17,24,14,17,17,21,22,34,32,30,21,18,34,14,21,7,21,17,16,60,57,58,59,58,4
M. Vigorito,57,67,1,2,99,52,34,62,53,27,52,33,47,49,68,66,54,32,51,62,29,54,61,46,58,55,7,6,11,11,5,3
M. Figueroa,59,67,1,2,99,49,49,52,58,37,46,38,50,57,71,71,68,45,62,58,47,51,55,42,58,56,9,13,10,12,9,3
M. ?ovilo,59,67,1,1,99,20,9,14,37,10,14,15,30,30,46,44,30,26,20,65,6,26,24,30,13,14,58,54,54,58,61,4
N. Ramos,59,67,1,1,99,13,9,13,19,5,9,12,21,18,19,18,38,22,21,58,6,19,10,11,11,11,61,56,59,55,63,4
A. Grant,58,67,1,3,99,63,52,45,65,50,64,60,55,63,69,66,77,53,70,42,47,39,49,55,48,51,11,9,14,6,12,3
L. Brattan,58,67,1,2,99,44,28,53,62,28,53,38,50,56,74,71,64,47,48,64,30,62,52,48,60,59,12,6,8,9,11,2
H. Jimenez,58,67,1,2,99,22,19,61,43,26,28,33,40,37,58,54,40,37,57,69,17,68,55,39,56,60,10,14,8,13,8,3
M. Lekven,57,67,1,3,99,34,56,46,46,41,63,49,42,55,80,81,73,52,65,60,53,33,49,56,41,32,6,11,13,7,13,1
F. Telechea,57,67,1,3,99,48,52,38,46,41,66,41,40,62,74,78,68,64,52,54,53,36,20,50,34,32,7,8,14,13,12,2
J. Hergault,54,67,1,2,99,33,53,50,54,46,55,33,34,55,68,69,66,51,52,41,53,47,12,60,20,12,9,10,5,9,8,1
C. Del Grosso,56,67,1,2,99,47,35,59,63,41,58,47,65,51,63,59,53,52,57,51,38,57,45,46,53,64,14,10,7,7,8,2
M. Garrido,53,67,1,2,99,50,44,46,61,23,45,38,59,52,63,67,62,36,58,54,29,39,24,46,41,36,14,14,7,10,12,2
C. Burke,57,67,1,1,99,10,8,14,30,5,14,11,32,12,28,28,31,22,27,69,9,27,6,19,12,14,62,58,49,48,64,4
Chus Herrero,67,67,1,2,66,48,51,58,62,43,58,55,53,64,57,46,76,61,80,60,65,83,70,47,69,73,13,16,8,12,16,2
Kim Oh Gyu,67,67,1,2,66,37,31,70,54,38,42,23,56,56,50,40,59,53,65,88,45,64,70,51,66,63,7,12,9,12,16,3
C. Lizarazo,59,67,1,1,99,12,15,13,20,16,11,14,21,17,34,36,44,15,36,78,16,16,21,15,12,10,59,57,62,63,59,4
D. Braaten,59,67,1,1,99,11,9,13,26,9,12,13,24,18,27,22,29,17,25,63,9,27,10,16,12,13,63,57,50,58,63,4
K. Rodrigues Pires,59,67,1,1,99,14,20,20,28,14,19,12,20,26,40,43,34,21,20,57,17,20,19,26,18,19,63,53,53,54,65,4
F. Ahmadzadeh,59,67,1,2,66,41,24,61,60,25,21,28,61,42,60,56,39,42,60,64,24,40,55,34,59,60,10,14,11,14,13,3
G. Acosta,59,67,1,3,99,54,47,44,60,37,63,38,55,62,78,71,77,50,67,53,40,49,49,44,50,44,9,7,11,8,14,3
N. Gauna,58,67,1,2,99,34,63,50,37,37,53,47,26,47,78,76,67,57,65,73,50,28,18,57,16,10,9,12,12,14,11,1
M. Trapp,58,67,1,1,99,11,9,14,23,8,10,15,23,14,34,38,27,25,22,47,9,23,13,12,12,13,60,58,62,59,60,4
Borja Granero,55,67,1,2,99,38,41,40,58,30,54,35,56,56,74,68,70,53,69,54,40,51,38,44,52,48,10,10,6,9,10,2
B. Halloran,67,67,1,1,99,13,14,12,21,20,14,13,22,20,22,27,55,23,35,66,14,13,19,23,11,12,67,64,66,66,69,4
M. Milec,59,67,1,1,99,16,10,12,21,11,14,13,15,12,34,21,23,20,31,48,11,15,11,12,14,11,64,57,55,56,57,4
R. Hollingshead,67,67,1,3,99,72,59,48,69,66,68,74,71,70,64,57,73,66,61,69,68,43,43,68,51,38,6,13,6,10,11,2
M. Bär,67,67,1,2,66,49,37,72,62,27,24,23,57,48,61,52,63,61,67,75,27,77,63,37,63,64,10,16,16,11,16,3
T. Leugers,55,67,1,1,99,13,15,13,29,17,16,15,24,19,30,20,32,24,35,62,18,17,17,19,12,15,53,58,56,56,50,4
D. Cappelletti,54,67,1,2,99,33,59,55,47,41,49,40,33,51,50,55,70,51,53,39,55,27,13,65,12,14,10,9,14,9,13,1
B. Valette,53,67,1,2,99,42,46,44,57,40,59,53,58,56,68,63,59,52,34,61,38,44,29,44,38,47,11,9,13,9,6,1
E. Boldewijn,53,67,1,2,99,44,55,37,44,37,55,43,30,56,69,64,62,60,33,42,39,32,16,54,27,26,11,9,6,9,7,2
Stéfano Pinho,58,67,1,2,99,25,62,70,53,48,52,30,43,51,55,55,53,55,60,66,52,53,25,61,18,23,5,12,7,15,7,1
S. Al Muwallad,67,67,1,2,66,40,45,77,53,27,35,25,55,45,31,45,45,59,47,80,24,75,65,45,67,65,6,10,12,12,15,3
J. Narváez,56,67,1,2,99,34,64,58,47,46,55,45,34,55,55,60,58,53,57,39,56,28,15,65,20,19,11,12,14,12,8,1
D. Asprilla,67,67,1,2,66,62,51,57,64,46,61,52,62,65,50,52,50,70,60,79,64,82,71,45,66,68,15,12,9,15,10,2
M. Buchalik,58,67,1,2,99,39,25,46,58,34,48,39,53,57,64,58,70,48,68,61,33,59,54,42,62,53,15,8,10,8,11,2
S. Gannon,57,67,1,2,99,48,53,42,57,43,57,39,44,56,71,70,84,47,59,29,44,50,19,56,19,19,12,11,8,9,13,2
N. Bärkroth,58,67,1,2,99,56,44,38,54,39,57,53,51,55,75,73,60,48,59,56,50,58,55,38,56,54,8,12,9,7,5,3
Wang Zhuo,57,67,1,2,99,51,56,49,50,48,56,52,40,57,77,73,70,60,40,42,45,37,27,64,35,32,14,14,8,10,7,2
A. Taylor,57,67,1,2,99,42,37,55,59,45,62,40,60,60,65,66,60,64,55,67,42,55,56,50,55,54,12,5,14,6,10,2
H. El Sayed,59,67,1,2,99,52,28,37,48,27,54,30,42,60,78,71,70,27,72,47,25,55,56,34,57,53,11,11,8,10,8,3
Álex Barrera,58,67,1,2,99,57,45,38,55,44,57,44,47,57,81,82,59,45,54,45,31,46,54,48,54,56,7,7,12,11,14,3
E. Larsson,57,67,1,2,99,52,35,56,63,39,57,40,61,54,64,60,57,60,55,58,47,60,44,48,56,55,8,12,6,11,14,2
N. Ravaglia,57,67,1,3,99,58,51,41,57,50,64,48,56,65,54,60,57,67,51,44,44,32,18,61,34,29,15,6,12,5,6,2
N. Peñailillo,67,67,1,2,66,62,37,54,72,45,48,44,68,70,49,42,55,58,69,67,49,75,61,47,67,54,14,14,16,10,13,2
A. Marchesano,67,67,1,3,99,67,62,64,68,68,70,68,63,71,63,67,66,75,49,88,63,72,46,49,54,55,9,15,7,8,16,2
D. Mast,58,67,1,2,99,48,30,50,62,32,51,42,56,55,54,58,58,48,57,58,45,55,58,54,59,59,5,7,14,12,6,2
K. Pannewitz,54,67,1,3,66,37,56,44,54,41,56,47,47,57,69,73,69,54,50,30,39,40,32,45,32,35,12,9,13,12,8,1
I. González,59,67,1,2,99,52,55,49,62,45,56,43,60,57,75,67,62,55,58,58,42,58,57,45,58,55,13,9,6,8,10,2
H. Al Hazaa,59,67,1,2,99,34,26,56,39,29,30,28,37,38,58,52,46,41,64,74,26,47,58,50,61,60,12,5,13,14,11,3
C. Machado,59,67,1,2,99,61,27,53,45,31,59,44,48,55,65,64,58,49,59,64,35,66,59,31,62,55,10,8,8,9,12,3
Eduardo,58,67,1,3,99,45,34,60,60,46,59,45,58,58,68,70,65,58,58,46,40,58,43,45,44,53,5,7,7,10,12,2
R. Magyar,59,67,1,2,99,42,55,62,63,50,48,40,54,52,70,65,58,62,62,69,43,61,49,41,58,54,8,10,14,16,8,3
Juan Cruz,67,67,1,2,99,62,55,54,64,40,57,65,55,62,61,65,68,53,82,71,59,61,69,49,67,67,11,12,13,9,15,3
P. Gladon,58,67,1,2,99,50,39,38,63,46,55,46,58,59,65,69,73,51,71,64,41,57,50,50,53,52,7,14,13,10,8,3
V. Pule,58,67,1,2,99,50,32,56,47,28,60,31,28,55,61,53,67,31,71,64,29,68,56,36,60,63,9,14,15,10,14,3
I. Lanni,58,67,1,2,99,55,35,50,54,24,51,21,48,55,60,59,46,37,59,66,19,43,54,37,60,63,13,6,9,7,9,3
Jin Jingdao,57,67,1,2,99,49,47,27,50,36,59,42,48,56,77,74,86,51,62,32,49,49,41,37,30,29,8,12,12,7,15,2
P. Frick,57,67,1,2,99,50,43,47,62,44,57,38,59,60,66,58,62,55,69,45,48,58,24,49,43,44,12,12,14,6,11,2
Q. Moll,53,67,1,2,99,36,56,36,51,47,55,46,39,54,67,63,58,55,61,42,53,32,21,56,14,17,15,10,7,8,10,2
J. Ojala,54,67,1,2,99,27,17,51,42,28,22,24,34,33,34,76,69,34,55,61,21,66,51,31,53,48,9,12,11,14,14,3
A. Marin,59,67,1,3,99,39,40,45,65,33,63,34,58,63,57,54,65,42,71,55,35,53,51,43,47,45,11,13,11,11,14,2
D. Miloc,59,67,1,2,99,54,52,45,56,40,58,55,51,57,72,71,68,56,59,52,50,55,40,46,45,44,8,15,13,13,13,2
Y. Nakano,59,67,1,2,99,32,60,55,38,48,62,35,24,49,63,72,56,64,64,76,51,58,18,46,17,17,13,13,13,10,10,1
D. Gomis,59,67,1,2,99,47,60,59,50,50,65,50,47,60,83,81,62,68,65,60,55,45,20,52,30,30,12,7,9,9,15,2
F. Kaufmann,59,67,1,2,99,36,47,63,62,45,60,34,51,64,74,69,68,51,57,78,49,44,36,50,32,31,14,6,5,12,11,1
O. Beckles,67,67,2,2,99,49,70,67,53,81,62,70,51,64,38,42,75,74,39,65,71,44,29,67,22,23,9,9,16,13,11,1
H. Pell,67,67,1,2,99,61,66,62,61,64,59,65,51,61,71,68,65,65,62,69,63,62,25,53,27,25,9,9,9,12,12,1
S. Hertner,58,67,1,2,99,55,26,49,53,21,56,47,41,54,67,66,72,35,53,52,28,61,56,35,60,62,13,14,10,8,11,3
Yun Il Lok,59,67,1,2,99,32,25,59,55,28,31,30,34,56,55,57,49,47,64,58,22,52,55,45,64,66,7,10,13,9,8,3
T. Akindele,58,67,1,2,99,40,57,62,48,50,55,45,37,55,60,58,50,59,54,65,58,31,20,50,21,21,12,5,12,6,7,1
Jung Seung Yong,67,67,1,3,66,68,62,54,71,65,65,70,68,70,52,51,62,66,46,66,67,75,65,64,65,58,12,8,15,8,14,2
A. Donnarumma,60,67,1,1,99,17,12,20,31,11,19,13,25,20,46,40,39,19,44,79,13,20,19,23,11,14,64,58,59,56,62,4
A. Juel Andersen,58,67,1,2,99,34,61,61,60,55,57,49,40,56,51,61,58,60,59,62,45,28,20,57,15,12,6,15,13,9,7,1
C. Goodwin,58,67,1,2,99,48,49,55,56,44,56,49,55,57,60,64,54,53,79,70,50,61,59,48,58,57,7,8,14,13,8,2
J. Willis,58,67,1,3,99,55,43,40,58,35,59,53,52,58,80,67,79,48,60,50,46,59,35,43,44,41,6,6,13,13,12,2
T. Mohamad,67,67,1,2,66,31,20,72,56,16,34,38,50,42,34,30,32,75,54,85,23,88,62,32,64,66,9,11,14,6,6,3
F. Evangelista,60,67,1,1,99,14,10,17,26,9,16,14,24,22,49,46,44,22,35,43,13,23,15,17,14,13,62,54,58,57,61,4
Ryu Won Woo,59,67,1,1,99,11,13,18,27,13,12,18,22,25,40,33,33,23,20,39,17,20,6,26,19,14,59,57,58,59,58,4
D. Powers,58,67,1,2,99,57,57,39,60,51,60,45,53,63,61,67,50,67,54,53,40,29,17,61,32,27,13,6,11,5,7,2
R. Vollath,54,67,1,2,99,42,33,47,63,33,45,37,62,54,55,56,59,66,64,64,51,56,43,40,53,51,11,9,6,15,10,2
M. Ogbu,54,67,1,2,99,50,53,61,38,41,60,40,27,56,65,74,64,58,59,60,54,28,13,61,12,11,10,11,12,15,9,2
U. Taffertshofer,60,67,1,2,66,30,22,60,35,23,23,24,27,43,60,59,48,42,67,72,30,53,56,36,65,66,7,11,14,9,11,3
M. Endres,60,67,1,2,99,52,27,41,52,20,46,34,42,49,81,79,76,29,67,60,25,58,58,38,65,55,13,9,8,10,5,3
D. Vega,60,67,1,1,99,17,15,17,27,12,11,14,16,20,37,33,42,23,24,38,16,22,16,20,14,17,61,60,57,57,61,4
C. Knett,67,67,1,2,99,52,35,66,61,33,25,46,54,58,51,53,63,47,66,77,45,73,64,32,63,64,7,6,7,14,13,3
K. Naismith,62,67,1,1,99,16,10,11,35,10,15,13,33,30,31,42,57,35,37,66,12,38,23,23,10,10,64,59,59,57,66,4
J. Ríos,59,67,1,2,99,55,31,53,53,24,57,30,22,55,68,65,59,28,60,62,31,55,59,42,60,59,11,10,5,10,9,3
C. Lavery,58,67,1,2,99,39,29,49,59,49,62,60,58,60,76,77,81,59,85,72,45,78,55,38,54,51,9,13,5,11,10,2
Wu Yake,60,67,1,2,99,60,39,52,55,29,30,29,44,55,74,72,67,59,59,64,45,49,59,32,55,60,16,12,10,12,10,3
M. Naamani,67,67,1,1,99,10,13,13,31,10,16,11,32,15,54,51,53,12,23,68,12,21,24,17,10,14,67,64,66,66,67,4
M. Ospitalieri,67,67,1,1,99,9,13,10,32,16,17,13,25,33,20,23,54,43,40,72,12,40,19,26,9,10,65,66,61,64,66,4
A. Coly,59,67,1,2,99,45,63,58,56,57,56,46,45,58,64,67,62,65,67,64,58,60,28,62,31,25,6,8,6,5,9,2
T. Mpati,59,67,1,2,99,36,53,52,46,35,67,33,27,61,75,79,73,59,62,64,48,32,19,55,12,16,9,6,14,14,7,1
S. Inagaki,59,67,1,2,99,57,55,36,58,43,64,44,54,62,69,71,59,62,64,39,47,39,21,49,32,38,13,14,9,11,7,2
F. Viteritti,59,67,1,2,99,29,59,64,37,53,57,39,27,62,43,48,56,67,45,76,47,63,22,55,15,17,8,12,11,5,14,1
M. Harriman,67,67,1,1,99,12,6,8,7,6,6,8,12,11,39,35,39,14,34,27,10,35,14,13,9,10,66,61,59,68,69,4
D. Mungo,60,67,1,2,99,40,41,57,63,37,58,43,60,59,64,66,68,61,70,69,43,54,54,42,58,60,6,11,5,13,7,2
Borja García,60,67,1,2,99,48,43,45,67,46,59,49,61,61,59,62,62,52,58,67,39,57,52,48,56,55,8,11,14,6,11,2
S. Avellaneda,58,67,1,2,99,49,59,52,56,62,53,47,45,57,73,71,61,56,55,57,58,34,18,67,19,15,14,14,5,11,14,1
V. Morales,67,67,1,2,99,71,43,41,63,23,63,59,65,69,74,69,72,65,73,56,53,75,61,75,69,70,9,15,10,9,13,3
Fran García,67,67,1,3,99,62,64,70,64,67,67,49,60,68,63,63,67,70,38,73,62,70,21,70,22,21,15,12,14,9,10,1
S. Sané,60,67,1,2,99,60,32,40,52,27,57,33,41,55,81,76,68,55,76,66,38,68,53,36,58,57,13,9,10,8,12,3
M. Firenze,60,67,1,1,99,20,17,20,37,18,21,20,29,24,40,41,37,25,26,69,13,27,27,21,18,21,63,57,54,55,62,4
I. Maela,61,67,1,1,99,15,16,14,24,11,17,16,25,25,44,49,38,20,38,73,12,21,23,22,11,16,58,61,55,64,59,4
L. Hoyos,57,67,1,2,99,45,45,44,59,31,60,32,58,57,67,72,65,49,55,61,49,56,54,42,58,56,15,11,8,10,14,2
J. Murillo,67,67,1,2,66,42,21,71,61,26,46,38,57,53,34,34,32,52,33,75,19,73,66,24,68,64,9,14,12,8,11,3
S. Al Duayyi,67,67,1,2,66,48,32,70,69,44,46,53,66,64,33,35,32,66,60,71,49,58,73,64,70,62,9,10,13,8,10,3
A. Batsula,67,67,1,2,66,55,36,69,40,31,41,31,39,55,51,63,64,70,70,80,59,70,48,66,73,67,13,10,7,14,11,3
Mauro Cerqueira,67,67,1,2,66,47,30,70,52,31,22,44,49,52,32,34,29,58,69,81,21,80,64,35,66,65,11,15,13,8,11,3
N. Mezquida,67,67,1,2,99,65,42,65,61,45,55,68,66,66,54,54,69,69,76,73,61,70,63,67,67,60,6,15,6,16,15,3
B. Renneke,60,67,1,2,99,56,39,42,58,36,60,47,53,58,79,78,78,52,51,56,35,53,57,49,63,56,8,6,6,8,10,3
A. Walongwa,60,67,1,1,99,14,18,14,25,10,16,15,30,22,32,31,40,23,24,52,13,39,12,23,15,14,58,59,64,57,64,4
J. Sternberg,61,67,1,1,99,11,7,15,26,8,10,13,13,20,33,25,30,27,32,38,7,19,9,13,11,12,63,57,59,58,64,4
Lei Tenglong,60,67,1,2,99,26,21,59,45,26,37,27,42,45,58,43,48,46,40,71,24,62,59,40,60,58,8,12,8,7,13,3
J. Kempin,60,67,1,2,99,58,25,53,58,23,54,30,53,57,74,67,72,31,67,66,25,62,56,37,57,56,10,13,11,7,11,3
G. Modica,60,67,1,3,99,55,41,53,52,33,62,51,51,57,75,67,63,35,65,59,40,53,58,42,57,54,13,15,7,11,10,3
W. Golla,60,67,1,2,99,43,23,66,48,31,32,26,42,42,54,54,58,39,61,79,30,61,48,33,63,58,8,7,9,13,11,3
J. S?owik,61,67,1,1,99,18,15,15,27,18,14,19,21,22,34,35,33,26,21,51,14,17,24,29,12,10,64,57,59,55,62,4
O. Marciano,59,67,1,2,99,49,39,59,67,45,49,39,59,66,61,54,62,49,44,70,49,56,54,39,49,49,7,11,6,9,9,2
H. Kadish,67,67,1,2,99,54,45,74,66,56,51,72,62,55,43,57,44,71,44,82,46,59,66,57,50,57,11,9,7,11,13,3
M. Dyrestam,67,67,1,2,66,71,46,60,64,52,52,57,63,59,63,61,58,63,57,67,54,77,72,56,76,66,18,13,15,11,17,3
C. Doidge,67,67,1,2,99,59,40,73,60,52,56,48,52,57,60,70,52,71,65,77,63,71,72,49,74,66,7,15,7,9,10,3
A. Hopmark,67,67,1,2,99,53,43,49,70,30,59,38,64,67,62,55,76,65,69,63,62,77,70,56,70,70,10,10,12,12,8,2
B. Verboom,61,67,1,2,66,28,20,56,42,23,25,29,29,31,65,69,38,35,53,76,15,64,57,32,63,62,13,6,8,12,6,3
B. Maubleu,67,67,1,2,66,69,37,55,66,57,60,67,57,66,70,75,62,66,68,72,43,65,64,40,67,63,12,10,8,15,6,2
F. Viáfara,61,67,1,2,99,45,31,68,55,32,37,41,49,49,59,66,46,36,56,80,29,46,57,52,65,58,16,14,11,7,6,3
Han Seok Jong,61,67,1,2,99,56,42,30,49,24,57,43,37,58,76,72,66,49,60,66,41,63,62,31,62,57,13,7,14,13,7,3
C. McHugh,61,67,1,2,99,59,37,45,54,50,57,38,47,63,66,67,63,51,65,47,42,55,60,41,63,57,12,9,7,9,10,3
A. Damen,59,67,1,2,99,47,55,47,53,44,60,42,51,57,84,77,75,50,50,57,51,51,16,53,29,29,13,13,11,9,12,2
M. Álvarez,62,67,1,2,99,52,27,45,49,30,55,32,42,60,82,84,66,34,76,50,30,51,58,32,58,58,14,13,8,9,13,2
R. Atassi,63,67,1,1,99,12,11,16,24,13,13,19,19,24,30,27,38,18,32,66,14,13,21,17,17,15,63,65,57,64,63,4
F. Al Masrahi,60,67,1,2,66,46,29,56,49,54,58,40,40,35,80,74,57,28,72,67,33,59,56,41,62,67,13,14,11,14,11,3
M. Bakenga,67,67,1,2,99,57,33,47,72,22,42,32,65,42,51,50,50,52,67,72,41,62,70,53,73,63,15,15,15,14,14,2
D. Berntsen,59,67,1,2,99,53,71,52,45,52,69,48,47,66,60,68,56,76,40,47,53,28,20,62,34,26,13,10,8,14,8,2
Y. Andia,67,67,1,2,99,43,43,66,67,44,61,55,65,63,48,57,52,61,68,83,53,78,63,51,65,57,9,11,7,10,15,2
